NATURALEZA,JORNADA,PROMLECT,PROMMATE
OFICIAL,UNICA,54,49
OFICIAL,UNICA,54,49
OFICIAL,MANANA,54,49
OFICIAL,MANANA,54,49
OFICIAL,COMPLETA,54,49
OFICIAL,MANANA,54,49
OFICIAL,UNICA,54,49
OFICIAL,COMPLETA,54,49
OFICIAL,MANANA,54,49
OFICIAL,COMPLETA,54,49
OFICIAL,MANANA,54,49
OFICIAL,UNICA,54,49
OFICIAL,UNICA,54,49
OFICIAL,MANANA,54,49
OFICIAL,MANANA,54,49
OFICIAL,UNICA,54,49
OFICIAL,MANANA,55,49
NO OFICIAL,FIN DE SEMANA,55,49
OFICIAL,COMPLETA,55,49
OFICIAL,UNICA,55,49
OFICIAL,UNICA,55,49
NO OFICIAL,TARDE,55,49
OFICIAL,MANANA,55,49
OFICIAL,MANANA,56,49
NO OFICIAL,COMPLETA,56,49
OFICIAL,UNICA,57,49
OFICIAL,UNICA,58,49
OFICIAL,COMPLETA,45,50
OFICIAL,COMPLETA,48,50
OFICIAL,MANANA,49,50
OFICIAL,COMPLETA,49,50
OFICIAL,TARDE,50,50
OFICIAL,MANANA,50,50
OFICIAL,COMPLETA,50,50
OFICIAL,COMPLETA,50,50
OFICIAL,TARDE,50,50
OFICIAL,UNICA,50,50
OFICIAL,MANANA,50,50
NO OFICIAL,TARDE,51,50
OFICIAL,COMPLETA,51,50
OFICIAL,UNICA,51,50
OFICIAL,COMPLETA,51,50
OFICIAL,UNICA,51,50
OFICIAL,COMPLETA,51,50
OFICIAL,COMPLETA,51,50
OFICIAL,UNICA,51,50
OFICIAL,UNICA,52,50
NO OFICIAL,COMPLETA,52,50
OFICIAL,MANANA,52,50
OFICIAL,COMPLETA,52,50
OFICIAL,MANANA,52,50
OFICIAL,MANANA,52,50
OFICIAL,COMPLETA,52,50
OFICIAL,COMPLETA,52,50
OFICIAL,COMPLETA,52,50
OFICIAL,COMPLETA,52,50
OFICIAL,MANANA,52,50
OFICIAL,UNICA,52,50
OFICIAL,UNICA,52,50
OFICIAL,UNICA,52,50
OFICIAL,COMPLETA,53,50
OFICIAL,UNICA,53,50
OFICIAL,UNICA,53,50
OFICIAL,UNICA,53,50
OFICIAL,MANANA,53,50
OFICIAL,UNICA,53,50
OFICIAL,COMPLETA,53,50
OFICIAL,TARDE,53,50
OFICIAL,TARDE,53,50
OFICIAL,COMPLETA,53,50
OFICIAL,COMPLETA,53,50
OFICIAL,TARDE,53,50
OFICIAL,MANANA,53,50
OFICIAL,TARDE,53,50
OFICIAL,UNICA,53,50
OFICIAL,UNICA,53,50
OFICIAL,COMPLETA,53,50
OFICIAL,MANANA,53,50
OFICIAL,UNICA,53,50
OFICIAL,MANANA,54,50
OFICIAL,UNICA,54,50
OFICIAL,UNICA,54,50
NO OFICIAL,FIN DE SEMANA,54,50
OFICIAL,MANANA,54,50
OFICIAL,MANANA,54,50
OFICIAL,TARDE,54,50
OFICIAL,MANANA,54,50
OFICIAL,COMPLETA,54,50
OFICIAL,UNICA,54,50
OFICIAL,MANANA,54,50
OFICIAL,MANANA,54,50
OFICIAL,UNICA,54,50
OFICIAL,UNICA,54,50
NO OFICIAL,FIN DE SEMANA,54,50
OFICIAL,UNICA,54,50
OFICIAL,MANANA,54,50
OFICIAL,COMPLETA,54,50
OFICIAL,COMPLETA,54,50
OFICIAL,UNICA,55,50
NO OFICIAL,MANANA,55,50
OFICIAL,MANANA,55,50
OFICIAL,UNICA,55,50
NO OFICIAL,MANANA,55,50
OFICIAL,UNICA,55,50
OFICIAL,UNICA,56,50
NO OFICIAL,COMPLETA,56,50
OFICIAL,UNICA,57,50
OFICIAL,UNICA,57,50
NO OFICIAL,MANANA,57,50
NO OFICIAL,COMPLETA,58,50
NO OFICIAL,FIN DE SEMANA,41,51
OFICIAL,COMPLETA,48,51
OFICIAL,TARDE,50,51
OFICIAL,COMPLETA,50,51
OFICIAL,COMPLETA,50,51
OFICIAL,MANANA,51,51
OFICIAL,COMPLETA,51,51
OFICIAL,MANANA,51,51
OFICIAL,MANANA,52,51
NO OFICIAL,UNICA,52,51
NO OFICIAL,FIN DE SEMANA,52,51
OFICIAL,UNICA,52,51
OFICIAL,MANANA,53,51
OFICIAL,COMPLETA,53,51
OFICIAL,MANANA,53,51
OFICIAL,UNICA,53,51
OFICIAL,MANANA,53,51
OFICIAL,COMPLETA,53,51
OFICIAL,MANANA,53,51
OFICIAL,COMPLETA,53,51
OFICIAL,MANANA,53,51
OFICIAL,COMPLETA,53,51
OFICIAL,MANANA,54,51
OFICIAL,MANANA,54,51
OFICIAL,UNICA,54,51
OFICIAL,TARDE,54,51
OFICIAL,TARDE,54,51
OFICIAL,UNICA,54,51
OFICIAL,UNICA,54,51
OFICIAL,COMPLETA,54,51
OFICIAL,MANANA,54,51
OFICIAL,TARDE,54,51
OFICIAL,NOCTURNA,54,51
OFICIAL,MANANA,54,51
OFICIAL,MANANA,54,51
OFICIAL,MANANA,54,51
OFICIAL,UNICA,54,51
OFICIAL,MANANA,54,51
OFICIAL,MANANA,54,51
OFICIAL,UNICA,54,51
NO OFICIAL,COMPLETA,55,51
OFICIAL,TARDE,55,51
OFICIAL,MANANA,55,51
NO OFICIAL,FIN DE SEMANA,55,51
OFICIAL,MANANA,55,51
OFICIAL,UNICA,55,51
NO OFICIAL,MANANA,55,51
OFICIAL,UNICA,55,51
OFICIAL,MANANA,55,51
OFICIAL,MANANA,55,51
OFICIAL,UNICA,55,51
OFICIAL,UNICA,55,51
NO OFICIAL,MANANA,55,51
OFICIAL,TARDE,55,51
OFICIAL,MANANA,55,51
OFICIAL,UNICA,55,51
NO OFICIAL,TARDE,56,51
NO OFICIAL,COMPLETA,56,51
OFICIAL,UNICA,56,51
NO OFICIAL,MANANA,56,51
OFICIAL,MANANA,56,51
OFICIAL,MANANA,56,51
OFICIAL,TARDE,56,51
OFICIAL,COMPLETA,56,51
OFICIAL,MANANA,56,51
OFICIAL,MANANA,56,51
OFICIAL,UNICA,56,51
OFICIAL,TARDE,57,51
OFICIAL,MANANA,57,51
NO OFICIAL,COMPLETA,57,51
NO OFICIAL,COMPLETA,57,51
OFICIAL,COMPLETA,59,51
OFICIAL,COMPLETA,49,52
OFICIAL,COMPLETA,49,52
OFICIAL,COMPLETA,51,52
OFICIAL,TARDE,51,52
OFICIAL,TARDE,51,52
OFICIAL,UNICA,52,52
OFICIAL,MANANA,52,52
OFICIAL,UNICA,53,52
OFICIAL,COMPLETA,53,52
OFICIAL,MANANA,53,52
OFICIAL,TARDE,53,52
OFICIAL,COMPLETA,53,52
OFICIAL,MANANA,54,52
OFICIAL,COMPLETA,54,52
OFICIAL,UNICA,54,52
OFICIAL,UNICA,54,52
OFICIAL,UNICA,54,52
OFICIAL,MANANA,54,52
OFICIAL,MANANA,54,52
OFICIAL,UNICA,54,52
OFICIAL,MANANA,54,52
OFICIAL,UNICA,54,52
OFICIAL,UNICA,54,52
OFICIAL,MANANA,54,52
OFICIAL,UNICA,54,52
OFICIAL,MANANA,55,52
OFICIAL,UNICA,55,52
OFICIAL,COMPLETA,55,52
OFICIAL,UNICA,55,52
OFICIAL,MANANA,55,52
OFICIAL,UNICA,55,52
OFICIAL,MANANA,55,52
OFICIAL,MANANA,56,52
OFICIAL,COMPLETA,56,52
OFICIAL,MANANA,56,52
OFICIAL,MANANA,56,52
OFICIAL,UNICA,56,52
OFICIAL,MANANA,56,52
OFICIAL,MANANA,56,52
OFICIAL,MANANA,56,52
OFICIAL,MANANA,56,52
OFICIAL,UNICA,56,52
OFICIAL,MANANA,56,52
OFICIAL,UNICA,56,52
OFICIAL,UNICA,56,52
OFICIAL,UNICA,56,52
OFICIAL,COMPLETA,56,52
OFICIAL,MANANA,56,52
OFICIAL,UNICA,56,52
OFICIAL,TARDE,57,52
OFICIAL,TARDE,57,52
OFICIAL,UNICA,57,52
OFICIAL,UNICA,57,52
NO OFICIAL,COMPLETA,57,52
NO OFICIAL,COMPLETA,57,52
OFICIAL,MANANA,57,52
OFICIAL,UNICA,57,52
OFICIAL,TARDE,57,52
NO OFICIAL,COMPLETA,57,52
OFICIAL,UNICA,57,52
OFICIAL,TARDE,57,52
OFICIAL,MANANA,57,52
OFICIAL,MANANA,58,52
NO OFICIAL,COMPLETA,58,52
NO OFICIAL,COMPLETA,58,52
OFICIAL,UNICA,59,52
OFICIAL,NOCTURNA,49,53
OFICIAL,COMPLETA,49,53
OFICIAL,COMPLETA,49,53
OFICIAL,MANANA,51,53
OFICIAL,COMPLETA,51,53
OFICIAL,COMPLETA,51,53
OFICIAL,TARDE,52,53
OFICIAL,MANANA,52,53
OFICIAL,MANANA,53,53
OFICIAL,COMPLETA,53,53
OFICIAL,MANANA,53,53
OFICIAL,MANANA,53,53
OFICIAL,UNICA,53,53
OFICIAL,COMPLETA,53,53
OFICIAL,COMPLETA,53,53
OFICIAL,COMPLETA,54,53
OFICIAL,COMPLETA,54,53
OFICIAL,UNICA,54,53
OFICIAL,COMPLETA,54,53
OFICIAL,TARDE,54,53
OFICIAL,COMPLETA,54,53
OFICIAL,MANANA,54,53
OFICIAL,COMPLETA,54,53
OFICIAL,UNICA,54,53
OFICIAL,COMPLETA,54,53
OFICIAL,UNICA,55,53
OFICIAL,NOCTURNA,55,53
OFICIAL,UNICA,55,53
OFICIAL,COMPLETA,55,53
OFICIAL,UNICA,55,53
OFICIAL,UNICA,55,53
NO OFICIAL,MANANA,55,53
OFICIAL,MANANA,55,53
OFICIAL,COMPLETA,55,53
OFICIAL,MANANA,55,53
OFICIAL,TARDE,55,53
OFICIAL,UNICA,56,53
OFICIAL,COMPLETA,56,53
OFICIAL,UNICA,56,53
NO OFICIAL,COMPLETA,56,53
OFICIAL,UNICA,56,53
OFICIAL,COMPLETA,56,53
OFICIAL,COMPLETA,56,53
OFICIAL,UNICA,56,53
OFICIAL,UNICA,56,53
OFICIAL,TARDE,56,53
NO OFICIAL,COMPLETA,56,53
OFICIAL,MANANA,56,53
NO OFICIAL,MANANA,56,53
OFICIAL,COMPLETA,56,53
OFICIAL,COMPLETA,56,53
OFICIAL,UNICA,57,53
OFICIAL,UNICA,57,53
OFICIAL,MANANA,57,53
NO OFICIAL,COMPLETA,57,53
OFICIAL,MANANA,57,53
OFICIAL,MANANA,57,53
OFICIAL,UNICA,57,53
NO OFICIAL,COMPLETA,58,53
OFICIAL,MANANA,58,53
OFICIAL,MANANA,58,53
OFICIAL,MANANA,58,53
OFICIAL,UNICA,58,53
OFICIAL,MANANA,58,53
OFICIAL,MANANA,58,53
OFICIAL,UNICA,58,53
NO OFICIAL,COMPLETA,58,53
OFICIAL,MANANA,58,53
OFICIAL,UNICA,58,53
OFICIAL,COMPLETA,58,53
OFICIAL,MANANA,58,53
OFICIAL,UNICA,58,53
NO OFICIAL,COMPLETA,58,53
OFICIAL,MANANA,58,53
NO OFICIAL,COMPLETA,59,53
OFICIAL,COMPLETA,59,53
OFICIAL,COMPLETA,61,53
NO OFICIAL,COMPLETA,62,53
OFICIAL,COMPLETA,49,54
OFICIAL,COMPLETA,50,54
OFICIAL,UNICA,50,54
OFICIAL,NOCTURNA,50,54
NO OFICIAL,TARDE,51,54
OFICIAL,MANANA,52,54
OFICIAL,MANANA,53,54
OFICIAL,FIN DE SEMANA,53,54
OFICIAL,COMPLETA,53,54
OFICIAL,COMPLETA,53,54
OFICIAL,MANANA,53,54
OFICIAL,UNICA,54,54
OFICIAL,COMPLETA,54,54
OFICIAL,MANANA,54,54
OFICIAL,UNICA,54,54
NO OFICIAL,COMPLETA,54,54
OFICIAL,COMPLETA,54,54
OFICIAL,COMPLETA,54,54
OFICIAL,UNICA,55,54
OFICIAL,MANANA,55,54
OFICIAL,UNICA,55,54
OFICIAL,COMPLETA,55,54
OFICIAL,MANANA,55,54
OFICIAL,COMPLETA,55,54
OFICIAL,MANANA,55,54
OFICIAL,UNICA,55,54
OFICIAL,COMPLETA,55,54
OFICIAL,MANANA,56,54
OFICIAL,MANANA,56,54
OFICIAL,COMPLETA,56,54
OFICIAL,UNICA,56,54
OFICIAL,UNICA,56,54
OFICIAL,COMPLETA,56,54
OFICIAL,TARDE,56,54
NO OFICIAL,COMPLETA,56,54
NO OFICIAL,COMPLETA,56,54
OFICIAL,COMPLETA,56,54
OFICIAL,MANANA,56,54
OFICIAL,UNICA,57,54
OFICIAL,COMPLETA,57,54
OFICIAL,MANANA,57,54
NO OFICIAL,MANANA,57,54
OFICIAL,UNICA,58,54
OFICIAL,MANANA,58,54
OFICIAL,UNICA,58,54
NO OFICIAL,COMPLETA,58,54
OFICIAL,COMPLETA,58,54
OFICIAL,MANANA,58,54
OFICIAL,UNICA,58,54
OFICIAL,COMPLETA,58,54
OFICIAL,UNICA,58,54
OFICIAL,MANANA,58,54
OFICIAL,UNICA,58,54
OFICIAL,MANANA,59,54
OFICIAL,MANANA,59,54
OFICIAL,UNICA,59,54
OFICIAL,MANANA,59,54
OFICIAL,MANANA,59,54
OFICIAL,UNICA,59,54
NO OFICIAL,MANANA,59,54
OFICIAL,MANANA,60,54
OFICIAL,MANANA,60,54
NO OFICIAL,COMPLETA,60,54
NO OFICIAL,COMPLETA,61,54
NO OFICIAL,COMPLETA,61,54
OFICIAL,COMPLETA,51,55
OFICIAL,UNICA,53,55
OFICIAL,COMPLETA,54,55
OFICIAL,UNICA,54,55
NO OFICIAL,COMPLETA,54,55
OFICIAL,UNICA,54,55
OFICIAL,COMPLETA,54,55
NO OFICIAL,COMPLETA,55,55
OFICIAL,UNICA,55,55
OFICIAL,COMPLETA,55,55
OFICIAL,COMPLETA,55,55
OFICIAL,UNICA,55,55
OFICIAL,COMPLETA,55,55
OFICIAL,TARDE,55,55
OFICIAL,COMPLETA,56,55
OFICIAL,TARDE,56,55
OFICIAL,TARDE,56,55
OFICIAL,UNICA,56,55
OFICIAL,MANANA,56,55
OFICIAL,MANANA,56,55
OFICIAL,COMPLETA,56,55
OFICIAL,UNICA,56,55
OFICIAL,COMPLETA,56,55
OFICIAL,MANANA,57,55
NO OFICIAL,COMPLETA,57,55
OFICIAL,COMPLETA,57,55
OFICIAL,MANANA,57,55
OFICIAL,UNICA,57,55
NO OFICIAL,COMPLETA,57,55
NO OFICIAL,MANANA,57,55
OFICIAL,MANANA,58,55
NO OFICIAL,MANANA,58,55
OFICIAL,TARDE,58,55
OFICIAL,COMPLETA,58,55
NO OFICIAL,COMPLETA,58,55
OFICIAL,UNICA,58,55
NO OFICIAL,COMPLETA,58,55
OFICIAL,MANANA,58,55
NO OFICIAL,MANANA,58,55
OFICIAL,UNICA,58,55
OFICIAL,UNICA,58,55
OFICIAL,UNICA,59,55
OFICIAL,MANANA,59,55
NO OFICIAL,COMPLETA,59,55
NO OFICIAL,MANANA,59,55
NO OFICIAL,COMPLETA,59,55
OFICIAL,UNICA,59,55
OFICIAL,MANANA,59,55
OFICIAL,TARDE,59,55
OFICIAL,UNICA,59,55
NO OFICIAL,MANANA,60,55
NO OFICIAL,COMPLETA,60,55
NO OFICIAL,MANANA,61,55
NO OFICIAL,MANANA,61,55
NO OFICIAL,COMPLETA,62,55
OFICIAL,COMPLETA,54,56
OFICIAL,TARDE,54,56
NO OFICIAL,COMPLETA,56,56
OFICIAL,TARDE,56,56
NO OFICIAL,COMPLETA,57,56
OFICIAL,TARDE,57,56
OFICIAL,UNICA,57,56
OFICIAL,MANANA,57,56
NO OFICIAL,MANANA,57,56
OFICIAL,COMPLETA,57,56
OFICIAL,COMPLETA,57,56
OFICIAL,MANANA,57,56
NO OFICIAL,FIN DE SEMANA,58,56
OFICIAL,COMPLETA,58,56
NO OFICIAL,COMPLETA,58,56
OFICIAL,COMPLETA,58,56
OFICIAL,TARDE,58,56
OFICIAL,COMPLETA,58,56
NO OFICIAL,COMPLETA,58,56
OFICIAL,UNICA,59,56
OFICIAL,MANANA,59,56
OFICIAL,UNICA,59,56
OFICIAL,COMPLETA,59,56
NO OFICIAL,COMPLETA,59,56
OFICIAL,UNICA,59,56
NO OFICIAL,COMPLETA,59,56
OFICIAL,UNICA,59,56
NO OFICIAL,COMPLETA,60,56
OFICIAL,UNICA,60,56
NO OFICIAL,UNICA,60,56
NO OFICIAL,COMPLETA,60,56
OFICIAL,UNICA,60,56
OFICIAL,UNICA,60,56
OFICIAL,MANANA,61,56
OFICIAL,UNICA,61,56
NO OFICIAL,COMPLETA,61,56
NO OFICIAL,COMPLETA,62,56
OFICIAL,MANANA,62,56
NO OFICIAL,MANANA,63,56
OFICIAL,MANANA,64,56
OFICIAL,TARDE,52,57
OFICIAL,UNICA,53,57
OFICIAL,COMPLETA,54,57
OFICIAL,MANANA,55,57
OFICIAL,COMPLETA,55,57
OFICIAL,MANANA,55,57
OFICIAL,UNICA,56,57
OFICIAL,COMPLETA,56,57
OFICIAL,UNICA,57,57
OFICIAL,COMPLETA,57,57
OFICIAL,MANANA,57,57
OFICIAL,UNICA,58,57
OFICIAL,TARDE,58,57
NO OFICIAL,COMPLETA,58,57
OFICIAL,COMPLETA,58,57
NO OFICIAL,COMPLETA,59,57
NO OFICIAL,COMPLETA,59,57
OFICIAL,MANANA,59,57
OFICIAL,UNICA,59,57
OFICIAL,MANANA,59,57
NO OFICIAL,COMPLETA,59,57
NO OFICIAL,COMPLETA,59,57
OFICIAL,MANANA,60,57
OFICIAL,TARDE,60,57
NO OFICIAL,COMPLETA,60,57
NO OFICIAL,UNICA,60,57
OFICIAL,UNICA,60,57
NO OFICIAL,COMPLETA,60,57
NO OFICIAL,COMPLETA,60,57
NO OFICIAL,COMPLETA,60,57
NO OFICIAL,COMPLETA,60,57
NO OFICIAL,COMPLETA,60,57
OFICIAL,COMPLETA,60,57
NO OFICIAL,MANANA,61,57
OFICIAL,MANANA,61,57
OFICIAL,UNICA,61,57
NO OFICIAL,COMPLETA,62,57
NO OFICIAL,COMPLETA,62,57
NO OFICIAL,COMPLETA,64,57
OFICIAL,COMPLETA,54,58
OFICIAL,UNICA,57,58
OFICIAL,COMPLETA,57,58
NO OFICIAL,MANANA,58,58
OFICIAL,COMPLETA,58,58
NO OFICIAL,COMPLETA,58,58
NO OFICIAL,COMPLETA,59,58
NO OFICIAL,MANANA,59,58
OFICIAL,MANANA,59,58
NO OFICIAL,MANANA,59,58
OFICIAL,UNICA,59,58
OFICIAL,MANANA,59,58
OFICIAL,MANANA,60,58
NO OFICIAL,MANANA,60,58
NO OFICIAL,MANANA,60,58
OFICIAL,UNICA,60,58
NO OFICIAL,COMPLETA,60,58
OFICIAL,MANANA,61,58
NO OFICIAL,MANANA,61,58
OFICIAL,MANANA,61,58
OFICIAL,MANANA,61,58
NO OFICIAL,COMPLETA,61,58
NO OFICIAL,COMPLETA,62,58
NO OFICIAL,COMPLETA,62,58
NO OFICIAL,COMPLETA,62,58
OFICIAL,UNICA,62,58
NO OFICIAL,COMPLETA,62,58
NO OFICIAL,MANANA,63,58
NO OFICIAL,TARDE,63,58
OFICIAL,COMPLETA,64,58
OFICIAL,UNICA,64,58
OFICIAL,COMPLETA,56,59
OFICIAL,TARDE,58,59
NO OFICIAL,COMPLETA,58,59
OFICIAL,UNICA,58,59
OFICIAL,COMPLETA,58,59
OFICIAL,UNICA,59,59
OFICIAL,TARDE,59,59
OFICIAL,COMPLETA,60,59
NO OFICIAL,COMPLETA,60,59
OFICIAL,UNICA,61,59
NO OFICIAL,COMPLETA,61,59
NO OFICIAL,COMPLETA,61,59
OFICIAL,MANANA,62,59
OFICIAL,UNICA,62,59
NO OFICIAL,COMPLETA,62,59
OFICIAL,UNICA,62,59
NO OFICIAL,MANANA,63,59
NO OFICIAL,COMPLETA,64,59
NO OFICIAL,COMPLETA,64,59
OFICIAL,COMPLETA,50,60
OFICIAL,COMPLETA,58,60
OFICIAL,COMPLETA,59,60
OFICIAL,UNICA,59,60
OFICIAL,TARDE,59,60
OFICIAL,MANANA,60,60
NO OFICIAL,COMPLETA,61,60
NO OFICIAL,COMPLETA,61,60
OFICIAL,MANANA,61,60
NO OFICIAL,COMPLETA,61,60
OFICIAL,TARDE,61,60
OFICIAL,UNICA,61,60
OFICIAL,TARDE,61,60
NO OFICIAL,MANANA,62,60
NO OFICIAL,MANANA,62,60
OFICIAL,UNICA,62,60
NO OFICIAL,UNICA,63,60
NO OFICIAL,MANANA,63,60
NO OFICIAL,COMPLETA,64,60
NO OFICIAL,COMPLETA,64,60
OFICIAL,MANANA,57,61
NO OFICIAL,COMPLETA,59,61
NO OFICIAL,COMPLETA,60,61
OFICIAL,COMPLETA,61,61
NO OFICIAL,MANANA,61,61
NO OFICIAL,COMPLETA,61,61
NO OFICIAL,COMPLETA,62,61
NO OFICIAL,COMPLETA,62,61
OFICIAL,MANANA,62,61
NO OFICIAL,MANANA,62,61
NO OFICIAL,COMPLETA,63,61
NO OFICIAL,COMPLETA,63,61
OFICIAL,MANANA,63,61
NO OFICIAL,COMPLETA,64,61
NO OFICIAL,COMPLETA,65,61
NO OFICIAL,COMPLETA,58,62
NO OFICIAL,COMPLETA,60,62
OFICIAL,TARDE,61,62
NO OFICIAL,MANANA,61,62
NO OFICIAL,MANANA,61,62
NO OFICIAL,UNICA,61,62
NO OFICIAL,MANANA,61,62
NO OFICIAL,COMPLETA,62,62
NO OFICIAL,COMPLETA,62,62
NO OFICIAL,COMPLETA,62,62
NO OFICIAL,COMPLETA,62,62
NO OFICIAL,MANANA,63,62
NO OFICIAL,COMPLETA,63,62
NO OFICIAL,COMPLETA,64,62
NO OFICIAL,COMPLETA,64,62
NO OFICIAL,COMPLETA,64,62
NO OFICIAL,COMPLETA,64,62
NO OFICIAL,COMPLETA,64,62
NO OFICIAL,COMPLETA,65,62
NO OFICIAL,COMPLETA,65,62
NO OFICIAL,COMPLETA,65,62
NO OFICIAL,COMPLETA,62,63
NO OFICIAL,COMPLETA,62,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,MANANA,63,63
NO OFICIAL,MANANA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,63,63
NO OFICIAL,COMPLETA,64,63
OFICIAL,UNICA,64,63
NO OFICIAL,COMPLETA,64,63
OFICIAL,COMPLETA,65,63
NO OFICIAL,COMPLETA,66,63
NO OFICIAL,NOCTURNA,57,64
NO OFICIAL,COMPLETA,62,64
NO OFICIAL,COMPLETA,63,64
NO OFICIAL,COMPLETA,64,64
NO OFICIAL,COMPLETA,65,64
OFICIAL,UNICA,65,64
NO OFICIAL,COMPLETA,67,64
NO OFICIAL,COMPLETA,65,65
NO OFICIAL,COMPLETA,65,65
NO OFICIAL,COMPLETA,66,65
NO OFICIAL,COMPLETA,67,65
NO OFICIAL,COMPLETA,67,65
NO OFICIAL,NOCTURNA,57,66
NO OFICIAL,MANANA,64,66
OFICIAL,UNICA,64,66
NO OFICIAL,COMPLETA,67,66
NO OFICIAL,COMPLETA,68,66
NO OFICIAL,COMPLETA,68,66
OFICIAL,UNICA,63,68
NO OFICIAL,COMPLETA,65,68
NO OFICIAL,COMPLETA,66,68
NO OFICIAL,COMPLETA,67,68
NO OFICIAL,COMPLETA,67,68
NO OFICIAL,COMPLETA,67,68
NO OFICIAL,COMPLETA,68,68
NO OFICIAL,COMPLETA,68,68
NO OFICIAL,COMPLETA,68,68
NO OFICIAL,COMPLETA,64,69
NO OFICIAL,COMPLETA,66,69
NO OFICIAL,COMPLETA,67,69
NO OFICIAL,COMPLETA,68,69
NO OFICIAL,COMPLETA,68,70
NO OFICIAL,COMPLETA,69,70
NO OFICIAL,COMPLETA,69,70
NO OFICIAL,COMPLETA,68,71
OFICIAL,COMPLETA,74,71
NO OFICIAL,COMPLETA,68,72
NO OFICIAL,MANANA,69,74
NO OFICIAL,MANANA,70,74
NO OFICIAL,COMPLETA,71,75
NO OFICIAL,TARDE,72,75
NO OFICIAL,COMPLETA,70,76
